Loan_ID,Gender,Married,Dependents,Education,Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP103969,Male,Yes,0,Not Graduate,No,67590,12271,70000,360,1,Urban,Y
LP103970,Male,Yes,0,Graduate,No,25410,0,70000,360,1,Semiurban,Y
LP103971,Male,Yes,0,Graduate,No,29300,0,70000,180,1,Semiurban,Y
LP103972,Male,Yes,0,Graduate,Yes,23700,19461,70000,360,1,Semiurban,Y
LP103973,Male,Yes,1,Graduate,No,75630,21948,69400,360,1,Semiurban,Y
LP103974,,Yes,1,Graduate,No,32500,15176,68800,360,1,Semiurban,Y
LP103975,Male,Yes,0,Graduate,No,18010,0,57800,360,,Rural,N
LP103976,Male,No,0,Graduate,Yes,54170,17255,70000,360,1,Urban,Y
LP103977,Male,No,0,Graduate,No,119880,0,69500,360,1,Urban,Y
LP103978,Male,Yes,0,Not Graduate,No,907500,21630,70000,300,0,Semiurban,N
LP103979,Male,Yes,1,Not Graduate,No,25950,13999,68100,360,1,Rural,N
LP103980,,Yes,1,Not Graduate,No,61040,19352,69000,360,1,Semiurban,Y
LP103981,Male,Yes,2,Graduate,No,19060,0,59800,360,0,Urban,N
LP103982,Male,Yes,3+,Graduate,No,231910,12109,70000,300,1,Urban,Y
LP103983,Male,Yes,0,Graduate,No,84580,34566,58500,360,,Rural,N
LP103984,Male,Yes,0,Not Graduate,No,29770,38995,70000,360,1,Semiurban,N
LP103985,Male,No,1,Not Graduate,No,37530,30159,70000,60,1,Rural,Y
LP103986,Male,Yes,1,Graduate,No,45280,10881,70000,360,0,Semiurban,N
LP103987,Male,Yes,1,Graduate,No,27250,33542,60100,360,1,Semiurban,Y
LP103988,Male,Yes,0,Graduate,No,31310,14191,70000,360,,Urban,N
LP103989,Male,No,0,Graduate,No,23680,0,63000,360,1,Urban,Y
LP103990,Male,Yes,0,Graduate,,44050,0,56200,180,0,Rural,N
LP103991,Male,Yes,,Graduate,Yes,92100,9529,67700,300,1,Urban,Y
LP103992,Male,Yes,0,Not Graduate,No,36800,0,70000,360,0,Rural,N
LP103993,Male,Yes,0,Not Graduate,No,68730,17237,57200,360,1,Urban,N
LP103994,Male,No,3+,Not Graduate,No,44620,0,70000,360,1,Semiurban,N
LP103995,Female,Yes,0,Graduate,No,70620,23378,70000,360,1,Rural,Y
LP103996,Male,No,2,Graduate,No,33460,0,64000,120,1,Semiurban,Y
LP103997,,Yes,0,Graduate,No,56730,0,59600,360,1,Semiurban,Y
LP103998,Male,No,0,Graduate,No,272390,0,70000,360,0,Rural,N
LP103999,Male,Yes,2,Not Graduate,Yes,631790,0,70000,360,1,Semiurban,Y
LP104000,Male,No,0,Graduate,No,189160,21984,70000,180,,Semiurban,Y
LP104001,Male,Yes,1,Graduate,,39730,0,58800,360,1,Rural,Y
LP104002,Male,No,2,Graduate,,31050,22152,66800,180,1,Semiurban,Y
LP104003,Male,Yes,0,Graduate,,111890,20003,70000,360,1,Rural,Y
LP104004,Male,Yes,0,Not Graduate,No,65870,9884,64700,360,0,Semiurban,N
LP104005,Female,Yes,0,Not Graduate,No,60810,0,58000,360,1,Semiurban,Y
LP104006,Male,No,0,Graduate,Yes,294440,16844,63300,360,1,Rural,Y
LP104007,Male,Yes,2,Graduate,No,14010,12555,70000,360,1,Urban,Y
LP104008,Male,No,2,Graduate,Yes,65260,17834,70000,360,1,Semiurban,Y
LP104009,Male,Yes,0,Graduate,No,23220,13356,70000,360,1,Rural,Y
LP104010,Male,No,0,Not Graduate,Yes,53140,25100,70000,360,0,Semiurban,N
LP104011,Male,Yes,0,Graduate,No,32690,0,64000,360,1,Rural,Y
LP104012,Male,Yes,,Graduate,No,30860,0,70000,360,1,Semiurban,Y
LP104013,,No,2,Graduate,No,30520,10396,70000,360,1,Semiurban,Y
LP104014,Male,No,2,Graduate,No,75320,14901,61700,360,1,Rural,Y
LP104015,Female,No,0,Not Graduate,No,62960,45043,70000,360,1,Semiurban,Y
LP104016,Male,Yes,2,Graduate,No,57050,13955,70000,360,0,Rural,N
LP104017,Male,Yes,0,Graduate,No,43660,17820,60000,84,1,Semiurban,Y
LP104018,Female,Yes,0,Graduate,No,77680,0,70000,180,,Rural,N
LP104019,Male,No,3+,Graduate,,42130,8912,70000,360,1,Semiurban,Y
LP104020,Male,Yes,2,Graduate,No,62130,13682,70000,360,0,Semiurban,N
LP104021,Female,Yes,2,Graduate,No,39850,21430,62400,360,0,Semiurban,N
LP104022,Male,No,,Graduate,No,32400,0,67400,360,,Urban,N
LP104023,Female,No,0,Not Graduate,No,47410,0,62700,360,1,Semiurban,Y
LP104024,Male,No,0,Not Graduate,No,100470,0,56000,360,1,Rural,Y
LP104025,Male,Yes,0,Graduate,,53880,8063,57200,360,1,Rural,Y
LP104026,Male,Yes,1,Graduate,No,38540,0,68000,360,1,Rural,Y
LP104027,Male,Yes,0,Graduate,No,87120,9921,67600,360,1,Urban,Y
LP104028,Male,No,0,Not Graduate,No,88950,24611,70000,360,1,Semiurban,Y
LP104029,Male,Yes,2,Graduate,No,39470,22314,64200,360,1,Urban,Y
LP104030,Female,Yes,0,Graduate,No,179170,26461,70000,360,1,Semiurban,Y
LP104031,Female,No,0,Graduate,Yes,59990,0,58600,360,1,Urban,Y
LP104032,Male,No,0,Not Graduate,No,43780,0,58200,360,1,Urban,N
LP104033,Male,No,0,Graduate,No,32660,27069,65000,360,1,Rural,Y
LP104034,Male,No,0,Not Graduate,No,85600,16697,70000,360,1,Urban,Y
LP104035,Male,Yes,0,Graduate,No,23480,0,70000,360,1,Semiurban,Y
LP104036,Male,Yes,0,Graduate,No,59920,16821,65600,360,1,Semiurban,Y
LP104037,Male,Yes,0,Graduate,No,13690,0,66200,360,0,Rural,N
LP104038,Male,Yes,0,Graduate,No,222130,13113,70000,360,1,Rural,Y
LP104039,Female,Yes,0,Graduate,No,34950,22066,70000,360,1,Urban,Y
LP104040,Male,No,0,Not Graduate,No,39660,27674,60300,360,1,Urban,Y
LP104041,Male,Yes,0,Graduate,No,29920,24599,70000,360,1,Rural,Y
LP104042,Male,No,0,Not Graduate,Yes,32390,28166,70000,360,0,Semiurban,N
LP104043,Male,Yes,1,Graduate,No,48020,10315,66500,180,1,Semiurban,Y
LP104044,Female,Yes,3+,Graduate,No,59350,13108,65200,360,,Urban,Y
LP104045,Female,Yes,1,Graduate,No,52370,22538,70000,360,1,Rural,Y
LP104046,Male,Yes,0,Graduate,No,83260,15812,70000,360,1,Semiurban,Y
LP104047,Male,Yes,0,Graduate,No,31110,0,70000,180,0,Urban,N
LP104048,Male,Yes,0,Graduate,No,36090,15073,70000,,,Semiurban,N
LP104049,Male,No,0,Graduate,No,215890,0,63300,360,1,Rural,Y
LP104050,Male,Yes,1,Graduate,No,17590,0,51100,360,1,Rural,Y
LP104051,Male,Yes,0,Graduate,No,22660,9527,70000,360,,Urban,N
LP104052,Male,Yes,0,Graduate,Yes,55830,50461,70000,360,0,Urban,N
LP104053,Male,Yes,0,Graduate,No,34730,0,70000,360,1,Semiurban,Y
LP104054,Male,Yes,0,Not Graduate,No,120720,0,70000,360,1,Semiurban,Y
LP104055,Male,No,0,Not Graduate,No,37570,36305,70000,360,0,Urban,N
LP104056,Male,No,0,Graduate,No,23980,20860,70000,360,0,Rural,N
LP104057,Male,Yes,0,Graduate,No,56460,0,70000,360,1,Rural,Y
LP104058,Male,Yes,3+,Graduate,No,45610,20259,70000,360,1,Urban,Y
LP104059,Female,No,1,Not Graduate,No,57120,3571,58500,360,1,Semiurban,Y
LP104060,Male,Yes,0,Graduate,No,49390,12212,70000,360,0,Semiurban,N
LP104061,Female,No,0,Graduate,No,15970,24571,56600,300,1,Semiurban,Y
LP104062,Male,No,1,Graduate,No,67550,16649,70000,360,0,Urban,N
LP104063,Female,Yes,1,Graduate,No,55900,0,70000,360,,Rural,N
LP104064,Male,No,2,Graduate,No,75210,0,70000,360,1,Urban,Y
LP104065,Female,Yes,0,Not Graduate,No,65790,48367,65400,360,,Semiurban,Y
LP104066,Male,Yes,1,Graduate,Yes,50840,18918,70000,180,1,Urban,Y
LP104067,Male,Yes,3+,Graduate,,17700,15599,61400,360,1,Rural,Y
LP104068,Female,Yes,0,Graduate,No,24910,0,60900,360,1,Semiurban,Y
LP104069,Male,Yes,0,Graduate,No,96710,0,63800,360,1,Rural,Y
LP104070,Male,No,1,Graduate,No,33630,0,70000,180,,Rural,N
LP104071,Male,No,0,Graduate,No,143840,25172,68700,360,1,Semiurban,Y
LP104072,Female,Yes,3+,Graduate,No,137130,49992,70000,360,1,Semiurban,Y
LP104073,Male,Yes,0,Not Graduate,,27510,20320,61300,360,1,Rural,N
LP104074,Male,No,0,Graduate,No,85570,0,63900,360,1,Urban,Y
LP104075,Male,No,0,Graduate,Yes,60510,12526,58100,360,0,Urban,N
LP104076,Male,No,0,Graduate,No,130660,0,70000,360,1,Semiurban,Y
LP104077,Male,No,2,Graduate,Yes,30010,0,62400,360,1,Rural,Y
LP104078,Male,No,0,Graduate,,26660,7776,67300,360,0,Semiurban,N
LP104079,Male,Yes,0,Graduate,No,35070,0,70000,360,1,Urban,Y
LP104080,,No,1,Graduate,No,18490,28527,65100,480,1,Urban,Y
LP104081,Male,Yes,1,Graduate,No,37780,7541,60400,360,0,Semiurban,N
LP104082,Male,No,1,Graduate,,31680,11514,70000,360,1,Rural,Y
LP104083,Male,Yes,1,Graduate,No,42030,40411,68300,360,1,Semiurban,Y
LP104084,Male,Yes,2,Graduate,No,15650,0,55600,360,,Urban,N
LP104085,Male,Yes,0,Graduate,Yes,38340,16424,70000,360,1,Rural,Y
LP104086,Male,Yes,1,Graduate,No,49250,20548,70000,180,1,Rural,Y
LP104087,Male,Yes,0,Graduate,No,85080,0,61100,360,1,Urban,Y
LP104088,Female,Yes,0,Graduate,,31530,11215,62200,360,,Urban,N
LP104089,Female,Yes,0,Graduate,No,59080,18313,70000,360,1,Rural,Y
LP104090,Male,No,0,Graduate,No,85650,17434,58900,360,1,Semiurban,Y
LP104091,Male,Yes,0,Not Graduate,,26470,0,70000,360,1,Semiurban,N
LP104092,Male,Yes,1,Not Graduate,No,18420,6128,70000,360,1,Semiurban,N
LP104093,Female,Yes,0,Graduate,No,17840,0,70000,360,0,Urban,N
LP104094,Male,Yes,2,Graduate,,41060,24534,70000,360,0,Semiurban,N
LP104095,Male,Yes,1,Not Graduate,No,17870,30934,69300,360,1,Semiurban,Y
LP104096,Female,Yes,0,Graduate,No,29290,19745,70000,360,1,Rural,N
LP104097,Male,Yes,0,Graduate,No,75210,0,65500,360,1,Rural,Y
LP104098,Male,Yes,0,Graduate,,228810,15390,59800,360,0,Rural,N
LP104099,Male,No,0,Graduate,No,24380,4972,70000,360,0,Rural,N
LP104100,Male,Yes,0,Graduate,No,26340,0,66700,360,1,Rural,Y
LP104101,Male,Yes,2,Not Graduate,No,33100,9999,60100,360,1,Semiurban,N
LP104102,Male,Yes,0,Not Graduate,No,34320,0,61300,360,1,Semiurban,N
LP104103,Male,No,0,Graduate,No,37690,0,60400,360,1,Urban,Y
LP104104,Male,Yes,0,Graduate,No,116730,12241,70000,360,1,Semiurban,Y
LP104105,Female,No,0,Graduate,No,39280,23570,70000,360,1,Urban,Y
LP104106,Male,Yes,0,Graduate,No,22290,42157,70000,180,,Semiurban,Y
LP104107,Male,Yes,1,Graduate,No,125920,18286,70000,360,1,Semiurban,Y
LP104108,Male,No,1,Graduate,No,204330,0,69600,360,1,Rural,Y
LP104109,Female,Yes,2,Graduate,Yes,40430,0,70000,360,1,Semiurban,Y
LP104110,Female,Yes,0,Graduate,No,55900,0,69900,180,1,Urban,Y
LP104111,Female,Yes,1,Graduate,Yes,41430,0,70000,360,1,Rural,Y
LP104112,Male,No,0,Graduate,No,92510,22460,65700,360,1,Rural,Y
LP104113,Male,Yes,0,Graduate,No,21760,0,70000,360,1,Semiurban,Y
LP104114,Male,No,2,Graduate,No,38230,17724,70000,360,0,Semiurban,Y
LP104115,Male,Yes,2,Graduate,No,33150,0,70000,360,1,Urban,Y
LP104116,Male,Yes,0,Graduate,No,123680,0,61800,360,1,Urban,Y
LP104117,Male,Yes,0,Graduate,No,15610,13008,59600,360,1,Semiurban,Y
LP104118,Male,No,3+,Graduate,Yes,37960,19900,68000,360,1,Urban,Y
LP104119,Male,Yes,2,Not Graduate,No,22920,38639,70000,360,1,Urban,Y
LP104120,Male,No,,Graduate,No,24650,32346,70000,360,1,Rural,Y
LP104121,Male,No,1,Not Graduate,No,44120,12269,56400,360,1,Rural,Y
LP104122,Male,Yes,0,Graduate,No,387610,0,70000,360,1,Rural,Y
LP104123,Female,Yes,0,Graduate,No,21270,0,70000,360,1,Rural,Y
LP104124,Male,Yes,1,Not Graduate,No,55060,32956,62200,360,1,Semiurban,Y
LP104125,Male,Yes,1,Not Graduate,No,26920,41692,64600,360,1,Urban,N
LP104126,Male,Yes,0,Graduate,No,32530,21500,70000,360,1,Rural,N
LP104127,Male,Yes,0,Not Graduate,No,40930,0,60500,360,1,Urban,N
LP104128,Male,Yes,0,Graduate,No,123250,29409,68600,360,1,Urban,Y
LP104129,Male,Yes,0,Not Graduate,No,52030,0,70000,360,1,Urban,Y
LP104130,Male,Yes,0,Graduate,No,16570,0,70000,360,1,Urban,Y
LP104131,Female,No,0,Graduate,No,65480,6668,70000,360,1,Urban,Y
LP104132,Male,Yes,0,Graduate,No,57940,35547,59400,360,1,Semiurban,Y
LP104133,Male,Yes,0,Not Graduate,No,22280,14131,56000,180,1,Rural,Y
LP104134,Male,Yes,0,Not Graduate,No,22130,15893,70000,480,1,Urban,N
LP104135,Male,Yes,1,Not Graduate,No,31690,0,62000,360,1,Semiurban,N
LP104136,Male,Yes,0,Graduate,No,213280,39687,70000,360,1,Semiurban,Y
LP104137,Male,No,0,Graduate,,68230,0,70000,360,1,Semiurban,Y
LP104138,Male,Yes,2,Graduate,No,95340,15947,70000,480,1,Urban,Y
LP104139,Male,No,2,Graduate,No,17060,11149,70000,300,,Rural,N
LP104140,Female,No,3+,Not Graduate,No,56200,47664,70000,360,,Urban,N
LP104141,Male,Yes,0,Graduate,No,20890,0,58600,360,0,Rural,N
LP104142,Male,Yes,1,Graduate,No,93630,17796,67800,360,0,Semiurban,Y
LP104143,Male,Yes,3+,Graduate,Yes,41300,0,63200,360,0,Rural,N
LP104144,Male,No,1,Graduate,No,82190,23319,58900,360,,Urban,Y
LP104145,Female,No,1,Graduate,No,100530,17924,66700,360,1,Semiurban,Y
LP104146,Male,Yes,0,Graduate,No,46550,0,70000,84,1,Urban,Y
LP104147,Male,Yes,1,Not Graduate,No,36510,13915,59800,360,1,Urban,Y
LP104148,Male,Yes,0,Graduate,No,34650,0,70000,360,1,Rural,Y
LP104149,Male,No,,Not Graduate,No,34990,0,70000,360,1,Semiurban,N
LP104150,Male,No,0,Graduate,Yes,30820,0,64900,360,1,Semiurban,Y
LP104151,Male,Yes,1,Graduate,No,32400,47182,59500,180,1,Urban,Y
LP104152,Male,No,2,Not Graduate,No,46860,0,70000,360,0,Rural,N
LP104153,Male,No,1,Not Graduate,No,31870,27467,67000,360,1,Urban,Y
LP104154,Male,No,0,Graduate,No,31330,36551,70000,360,1,Urban,Y
LP104155,Male,Yes,1,Graduate,No,42990,0,70000,360,1,Rural,Y
LP104156,Male,Yes,1,Graduate,No,34690,0,70000,360,1,Semiurban,Y
LP104157,Male,Yes,1,Graduate,No,44530,0,70000,180,1,Urban,Y
LP104158,Male,Yes,2,Graduate,No,17950,9196,70000,360,1,Semiurban,Y
LP104159,Male,No,2,Graduate,No,65260,0,70000,360,1,Urban,Y
LP104160,Male,Yes,1,Graduate,No,38820,51128,64200,360,,Rural,N
LP104161,Male,No,1,Graduate,No,99370,26514,70000,360,1,Semiurban,Y
LP104162,Female,Yes,0,Graduate,No,45610,6136,67000,360,1,Rural,Y
LP104163,Male,No,0,Graduate,Yes,28520,11270,70000,360,1,Semiurban,Y
LP104164,Male,No,3+,Graduate,No,27530,16345,70000,360,1,Rural,Y
LP104165,Male,Yes,3+,Graduate,No,29440,5514,70000,360,1,Rural,N
LP104166,Female,Yes,1,Graduate,No,50970,9499,70000,360,1,Rural,Y
LP104167,Male,No,0,Graduate,No,40540,62758,58300,360,1,Rural,Y
LP104168,Male,Yes,2,Graduate,No,76950,3962,69200,360,1,Urban,Y
LP104169,Male,No,1,Graduate,No,32010,0,70000,360,1,Rural,Y
LP104170,Male,Yes,2,Not Graduate,No,258630,58547,70000,360,1,Urban,Y
LP104171,Male,No,2,Graduate,No,20930,24358,70000,300,1,Urban,Y
LP104172,Male,Yes,1,Graduate,No,29530,16967,70000,360,1,Urban,Y
LP104173,Male,No,2,Graduate,No,119670,7338,70000,360,1,Semiurban,Y
LP104174,Male,Yes,0,Graduate,No,40810,0,70000,360,1,Urban,Y
LP104175,Male,Yes,3+,Not Graduate,No,44930,0,70000,360,,Urban,N
LP104176,Female,No,1,Not Graduate,No,59340,0,59300,360,0,Semiurban,N
LP104177,Male,No,0,Graduate,No,38050,0,70000,180,1,Rural,Y
LP104178,Male,Yes,0,Graduate,No,41820,14294,70000,360,1,Semiurban,Y
LP104179,Male,Yes,0,Graduate,No,157000,14716,70000,360,0,Rural,N
LP104180,Male,Yes,2,Graduate,No,48160,14484,68200,480,1,Semiurban,Y
LP104181,Male,Yes,3+,Graduate,No,43140,0,58400,360,1,Rural,Y
LP104182,Male,No,0,Graduate,No,131270,35533,56400,360,1,Rural,Y
LP104183,Male,Yes,0,Graduate,No,35570,6240,70000,360,1,Urban,N
LP104184,Male,Yes,1,Graduate,No,64240,0,70000,360,1,Rural,Y
LP104185,Male,Yes,0,Not Graduate,No,77580,12214,70000,360,0,Semiurban,N
LP104186,Male,Yes,3+,Not Graduate,No,27840,0,70000,360,1,Urban,N
LP104187,Male,No,0,Graduate,No,67580,0,63800,360,1,Urban,Y
LP104188,Male,Yes,3+,Graduate,No,13920,118804,70000,180,1,Semiurban,Y
LP104189,Female,Yes,0,Graduate,Yes,58560,20672,70000,360,1,Rural,Y
LP104190,Male,Yes,0,Not Graduate,Yes,35520,21459,70000,360,1,Semiurban,Y
LP104191,Male,Yes,0,Graduate,No,46030,0,61100,360,1,Rural,Y
LP104192,Male,Yes,3+,Not Graduate,No,48670,25234,70000,360,,Semiurban,N
LP104193,Male,No,1,Not Graduate,Yes,37900,16062,70000,360,1,Semiurban,Y
LP104194,Male,Yes,0,Graduate,No,34010,0,70000,360,,Semiurban,N
LP104195,Male,No,0,Graduate,No,33350,0,70000,360,0,Urban,N
LP104196,Female,No,0,Graduate,,60640,25815,70000,360,1,Rural,Y
LP104197,Male,Yes,0,Graduate,No,9690,26799,64300,360,,Rural,N
LP104198,Male,No,0,Not Graduate,No,39740,17879,68000,360,1,Urban,N
LP104199,,,2,Not Graduate,No,30560,35492,70000,360,1,Rural,Y
LP104200,Male,Yes,0,Graduate,No,55760,0,67100,360,1,Semiurban,Y
LP104201,Female,Yes,0,Graduate,No,25710,23082,70000,360,0,Semiurban,N
LP104202,Male,No,0,Not Graduate,No,23510,0,70000,480,1,Semiurban,Y
LP104203,Male,Yes,0,Not Graduate,Yes,19570,0,58400,,1,Semiurban,Y
LP104204,Female,Yes,0,Graduate,No,91720,0,61100,360,0,Rural,N
LP104205,Male,No,0,Graduate,No,53670,0,70000,300,0,Urban,N
LP104206,Male,Yes,0,Graduate,No,55900,0,70000,360,,Rural,N
LP104207,Male,No,1,Graduate,No,181750,27935,70000,360,1,Urban,Y
LP104208,Female,No,0,Graduate,Yes,182090,0,70000,360,1,Semiurban,Y
LP104209,Male,Yes,3+,Graduate,No,27280,23429,57600,360,1,Rural,Y
LP104210,Male,Yes,0,Graduate,No,52190,28429,70000,360,,Semiurban,Y
LP104211,Male,Yes,0,Graduate,Yes,62160,0,58000,360,1,Urban,Y
LP104212,Male,Yes,0,Graduate,No,50070,22325,64600,360,0,Semiurban,Y
LP104213,Male,Yes,0,Not Graduate,No,58930,0,70000,360,1,Semiurban,Y
LP104214,Male,Yes,0,Graduate,Yes,35970,10652,70000,300,,Urban,N
LP104215,,Yes,2,Not Graduate,No,33830,11564,70000,360,1,Urban,Y
LP104216,Female,Yes,0,Graduate,No,26860,16579,68400,360,1,Semiurban,Y
LP104217,Male,No,0,Graduate,No,83040,0,65800,360,0,Rural,N
LP104218,Male,No,1,Graduate,No,31690,0,70000,360,1,Rural,Y
LP104219,Male,Yes,1,Graduate,No,15520,0,11500,60,0,Urban,N
LP104220,Male,No,0,Graduate,Yes,40070,0,58600,300,1,Semiurban,Y
LP104221,Male,Yes,0,Graduate,No,36420,11074,60300,360,1,Semiurban,Y
LP104222,Male,Yes,2,Graduate,No,48980,31733,56200,360,1,Urban,Y
LP104223,Male,Yes,0,Graduate,Yes,17660,0,70000,360,1,Rural,Y
LP104224,Male,No,0,Graduate,No,25830,0,65600,360,0,Semiurban,N
LP104225,Female,Yes,0,Not Graduate,No,25750,0,70000,360,1,Rural,N
LP104226,Male,Yes,1,Not Graduate,No,23850,29741,70000,360,1,Rural,N
LP104227,Male,Yes,0,Graduate,No,33360,0,70000,360,1,Rural,Y
LP104228,Male,No,2,Graduate,No,113990,0,64400,360,1,Rural,Y
LP104229,Male,No,0,Graduate,,14770,26472,56200,360,1,Semiurban,Y
LP104230,Male,Yes,2,Graduate,No,20840,0,65600,360,1,Urban,Y
LP104231,Male,Yes,1,Not Graduate,No,138480,21354,70000,360,1,Rural,Y
LP104232,Male,No,0,Graduate,No,67160,0,70000,360,,Rural,N
LP104233,Female,Yes,0,Graduate,No,20200,0,62700,360,1,Rural,Y
LP104234,Male,Yes,1,Graduate,No,9350,20189,68600,360,1,Rural,N
LP104235,Female,Yes,2,Not Graduate,No,393520,0,70000,360,1,Rural,Y
LP104236,Female,Yes,0,Graduate,No,63580,0,70000,360,,Rural,N
LP104237,Male,Yes,0,Graduate,No,40010,13462,61000,360,0,Semiurban,N
LP104238,Male,Yes,1,Not Graduate,No,52350,10082,70000,360,1,Semiurban,Y
LP104239,Female,No,2,Graduate,No,45110,24486,70000,360,1,Rural,Y
LP104240,Male,No,0,Not Graduate,Yes,252380,0,58500,360,,Semiurban,N
LP104241,Male,Yes,3+,Graduate,Yes,126040,22880,70000,360,1,Semiurban,Y
LP104242,Male,Yes,2,Graduate,No,28950,17805,68600,360,1,Urban,Y
LP104243,Male,Yes,0,Graduate,Yes,16420,0,70000,360,,Semiurban,N
LP104244,Male,No,0,Graduate,No,88050,0,70000,360,,Semiurban,N
LP104245,Male,Yes,3+,Graduate,No,104500,13202,70000,360,0,Semiurban,Y
LP104246,Male,Yes,2,Graduate,No,38990,0,65600,360,1,Rural,Y
LP104247,Male,No,1,Graduate,No,25140,35426,61300,360,1,Urban,Y
LP104248,Male,No,3+,Not Graduate,No,36410,0,69100,360,1,Semiurban,Y
LP104249,Female,Yes,0,Graduate,No,36250,14851,58700,360,1,Semiurban,Y
LP104250,Female,No,0,Not Graduate,No,39040,0,70000,360,1,Urban,N
LP104251,Male,No,2,Graduate,No,52770,0,70000,360,1,Rural,Y
LP104252,Male,No,0,Not Graduate,No,79400,12182,70000,360,0,Semiurban,N
LP104253,Female,Yes,0,Not Graduate,No,111340,0,70000,360,0,Urban,N
LP104254,Male,Yes,0,Graduate,No,19860,0,70000,360,1,Urban,Y
LP104255,Male,Yes,1,Graduate,No,25180,0,70000,360,1,Semiurban,Y
LP104256,Male,Yes,0,Graduate,No,100390,30553,58000,360,1,Rural,Y
LP104257,Male,Yes,0,Not Graduate,No,40970,20307,66000,360,1,Urban,Y
LP104258,Male,Yes,0,Graduate,No,53390,0,70000,360,1,Rural,Y
LP104259,Male,No,0,Graduate,No,34220,22854,69700,360,1,Semiurban,Y
LP104260,Male,No,1,Graduate,,34750,21201,65800,360,0,Rural,N
LP104261,Female,No,3+,Graduate,No,28010,0,70000,360,1,Rural,Y
LP104262,Male,Yes,0,Graduate,Yes,12150,16681,68700,360,,Urban,N
LP104263,Male,Yes,0,Graduate,No,69060,31518,70000,360,,Rural,Y
LP104264,Male,Yes,1,Graduate,Yes,56210,37959,57000,360,1,Rural,Y
LP104265,Male,Yes,3+,Graduate,No,37890,20353,61700,360,1,Urban,Y
LP104266,Male,Yes,0,Graduate,No,27570,14957,70000,360,1,Urban,Y
LP104267,Male,Yes,3+,Graduate,No,48030,0,70000,360,1,Semiurban,Y
LP104268,Male,Yes,3+,Graduate,No,62580,16629,62300,180,0,Rural,N
LP104269,Male,Yes,1,Graduate,No,29730,0,69300,360,,Rural,N
LP104270,Male,Yes,2,Graduate,No,36410,0,70000,180,1,Urban,N
LP104271,Male,Yes,3+,Graduate,No,47720,7603,70000,360,1,Semiurban,Y
LP104272,Male,Yes,3+,Graduate,No,12950,12994,59800,360,1,Rural,Y
LP104273,Male,No,2,Graduate,No,21020,13329,70000,360,1,Rural,Y
LP104274,Female,Yes,0,Graduate,No,34060,13775,66300,360,0,Semiurban,N
LP104275,Male,No,0,Graduate,No,319350,0,70000,360,1,Semiurban,Y
LP104276,Male,No,2,Graduate,Yes,42170,0,70000,360,0,Urban,N
LP104277,Male,No,3+,Graduate,No,41680,26263,63300,360,,Semiurban,Y
LP104278,Male,No,2,Not Graduate,No,21800,33727,70000,360,1,Rural,Y
LP104279,Male,Yes,0,Not Graduate,No,35180,0,62000,360,0,Semiurban,N
LP104280,Male,Yes,1,Graduate,No,49230,9504,69300,360,1,Rural,Y
LP104281,Male,No,0,Graduate,No,18090,29535,70000,360,0,Semiurban,N
LP104282,Female,No,0,Graduate,No,167440,10523,56400,360,1,Semiurban,Y
LP104283,Male,No,0,Not Graduate,No,24610,35520,68900,180,0,Semiurban,N
LP104284,Male,Yes,0,Graduate,No,21310,48445,70000,180,1,Rural,Y
LP104285,Male,No,1,Graduate,Yes,24270,0,70000,360,1,Rural,Y
LP104286,Male,No,3+,Graduate,No,48520,14845,58400,360,1,Urban,Y
LP104287,Female,Yes,1,Not Graduate,No,47760,13044,58000,360,0,Rural,N
LP104288,Female,No,1,Graduate,No,33830,0,70000,360,1,Semiurban,Y
LP104289,Male,No,3+,Graduate,No,37080,0,59100,360,1,Urban,Y
LP104290,Female,Yes,3+,Not Graduate,No,23190,28200,68300,360,0,Semiurban,N
LP104291,Male,Yes,0,Graduate,No,28900,0,66500,360,1,Semiurban,Y
LP104292,Male,No,0,Graduate,Yes,32850,9956,64800,360,1,Semiurban,Y
LP104293,Female,Yes,2,Graduate,No,11490,16122,54200,180,1,Urban,N
LP104294,Male,Yes,0,Not Graduate,,107820,0,70000,360,1,Urban,Y
LP104295,Male,No,0,Graduate,Yes,51820,17873,65300,300,1,Urban,Y
LP104296,Male,Yes,0,Graduate,No,32340,0,60300,360,0,Semiurban,N
LP104297,Female,Yes,2,Not Graduate,No,36770,25106,70000,180,1,Urban,Y
LP104298,Male,No,0,Graduate,No,21400,0,56000,360,0,Semiurban,N
LP104299,Female,No,0,Graduate,No,60110,27773,63800,360,0,Rural,N
LP104300,Male,Yes,0,Graduate,No,50300,23522,64500,360,1,Semiurban,Y
LP104301,Male,Yes,2,Graduate,No,135170,27073,58500,360,0,Urban,N
LP104302,Male,No,0,Graduate,No,47510,14620,70000,360,1,Semiurban,Y
LP104303,Male,Yes,0,Graduate,Yes,28120,19220,56100,360,1,Semiurban,Y
LP104304,Male,Yes,1,Not Graduate,No,73100,8597,70000,360,1,Urban,Y
LP104305,Male,Yes,2,Graduate,Yes,55380,0,70000,360,0,Urban,N
LP104306,Female,Yes,2,Graduate,No,147470,18641,60900,180,1,Semiurban,Y
LP104307,Male,No,0,Not Graduate,No,39360,20930,58700,360,1,Urban,Y
LP104308,Male,No,2,Graduate,No,32930,44201,69500,,1,Urban,Y
